key,source,Translation
Interactables::Pickups.KhazadstoneBookInfo,Relato de los últimos días de Durin VI,
Interactables::Interactables.MapStone.Action,Leer,
Interactables::Containers.AdamantPallet.Name,Palé de adamanto,
Interactables::Interactables.Fuel.AddFuel,Añadir combustible,
Interactables::Containers.KnowledgeShelf.Scrolls.Deposit,Añadir pergaminos,
Interactables::Containers.KnowledgeShelf.Books.Deposit,Añadir tomos,
Interactables::TreasurePile.Deposit,Añadir tesoro,
Interactables::Interactables.ItemRack.Place,Añadir: {0},
Interactables::TreasurePile.DisabledDeposit,Añadir: {2},
Interactables::Interactables.Fuel.AddFuelType,Añadir {FuelName},
Interactables::Interactables.Fuel.FullQueue,Añadiendo combustible...,
Interactables::TreasurePile.Admire,Admirar,
Interactables::TreasurePile.DisabledAdmire,Admirar (has admirado hace poco),
Interactables::Constructions.Kitchen_Stove.Description,Cocina avanzada para preparar platos y raciones.,
Interactables::Constructions.WallTorch.Description,Coloca esta antorcha en las paredes o superficie vertical para iluminar una zona.,
Interactables::Constructions.CrystalLamp.Name,Lámpara de Afhan,
Interactables::Constructions.BreweryUpgradeStation.Name,Alambique alquímico,
Interactables::Interactables.Bedroll.Action.Others,Ya adjudicada,
Interactables::EntPack.Everspring.Description,"Fuente ent que otorga madera ent, de gran utilidad para la artesanía ent y la preparación de brebajes.",
Interactables::Constructions.StorageChest.Ornate.Description,"Un cofre magnífico reforzado con bronce. Cuando está cerca de un fogón, se puede usar su contenido sin tener que extraerlo. ",
Interactables::Interactables.DurinsGrave.Writings,Runas ancestrales,
Interactables::Raven.DisplayName,"Aric, cuervo de Erebor",
Interactables::Interactables.ItemRack.Mannequin.Name,Maniquí de armaduras,
Interactables::Interactables.Bed.Name.Unclaimed,Cama disponible,
Interactables::Interactables.Bedroll.Name.Unclaimed,Petate disponible,
Interactables::Interactables.Farming.GrowthRate.Moderate,Tiempo de crecimiento medio,
Interactables::Pickups.BalinCampJournal.E,Carta de Balin,
Interactables::Interactables.BalinsGrave.Name,Tumba de Balin,
Interactables::Interactables.BalrogsEmergence.Name,Emergencia del Balrog,
Interactables::Containers.Barrel.Name,Barril,
Interactables::Constructions.BedSmall,Cama,
Interactables::Interactables.Bed.Name,Cama,
Interactables::Constructions.Farm1x1_Large.Description,Parterre de tierra labrada. Planta un esqueje para que crezca un árbol. ,
Interactables::Constructions.Bedroll,Petate,
Interactables::Interactables.Bedroll.Name,Petate,
Interactables::Interactables.Flora.BeeHive.Name,Panal de abejas,
Interactables::Constructions.Bellows.Name,Fuelle,
Interactables::Interactables.ItemRack.BowRack.Name,Estante de arcos,
Interactables::Containers.DebugReceptacle.Name,Caja,
Interactables::Containers.ProcReceptacle.Name,Caja,
Interactables::Interactables.Braziar.Name,Brasero,
Interactables::Constructions.HolidayPack.MealTable.Description,Saca la vajilla de las fiestas y decora para el Yuletide o cualquier otra celebración. Una estética alternativa de la mesa para comer incluida en el paquete de Yuletide.,
Interactables::Interactables.Brewery.Small.Name,Caldero de brebajes,
Interactables::Interactables.Brewery.Name,Barril de brebajes,
Interactables::Containers.BronzeIngotPallet.Name,Palé de lingotes de bronce,
Interactables::Containers.KnowledgeShelf.Books,Estantería de conocimientos de construcción,
Interactables::Containers.KnowledgeShelf.Scrolls,Estantes de conocimientos de construcción,
Interactables::Constructions.Campfire,Fogón del campamento,
Interactables::Constructions.MealTable_Camp,Mesa de campamento para comer,
Interactables::Pickups.Carry,Llevar,
Interactables::Constructions.HolidayPack.MealTable.Name,Mesa festiva,
Interactables::Containers.Chest.Name,Cofre,
Interactables::Interactables.Bed.Action.Unclaimed,Adjudicar,
Interactables::Interactables.Bedroll.Action.Unclaimed,Adjudicar,
Interactables::Constructions.MealTable.Clear,Limpiar,
Interactables::Interactables.Brewery.Ladder.Climb,Escalar,
Interactables::Interactables.Ladder.Climb,Escalar,
Interactables::Interactables.Rope.Climb,Escalar,
Interactables::Interactables.Door.Close,Cerrar,
Interactables::Containers.CoalPallet.Name,Palé de carbón,
Interactables::Placables.DwarfFigurine.Action,Recoger,
Interactables::Interactables.Collect.Multiple,Recoger objetos ({1}),
Interactables::Interactables.Collect.Single,Recoger: {0} ({1}),
Interactables::Constructions.FabricStation.Description,Combina restos y materiales en bruto con la que crear la tela necesaria para crear armaduras y armas. ,
Interactables::Containers.CopperIngotPallet.Name,Palé de lingotes de cobre,
Interactables::Containers.CopperOrePallet.Name,Palé de mineral de cobre,
Interactables::Interactables.Craft,Fabricar,
Interactables::Interactables.Disabled.CraftingInProgress,Fabricar (en proceso),
Interactables::Interactables.ItemRack.CrossbowRack.Name,Estante de ballestas,
Interactables::Constructios.Farm1x1_Stone.Name,Parcela agrícola para sembrar,
Interactables::Constructions.HolidayPack.MediumHearth.Description,"Un manto decorado sobre un fuego crepitante, perfecto para las noches más oscuras del año. Una estética alternativa del fogón alicatado incluida en el paquete de Yuletide.",
Interactables::Container.ResourcePallet.DepositAllFormat,Almacenar todo: {0},
Interactables::Container.ResourcePallet.DepositFormat,Almacenar: {0} ({1}),
Interactables::Container.ResourcePallet.DisabledDepositFormat,Almacenar: {0} ({1}){2},
Interactables::TreasurePile.Coin.Medium.Description,"Exhibe y almacena los tesoros. Cuantos más tesoros haya en el alijo, mayor será el beneficio que reciban los enanos al defenderlos.",
Interactables::Interactables.Door.Base.Name,Puerta,
Interactables::Interactables.Door.Crude.Name,Puerta,
Interactables::Interactables.DoorsOfDurin.Name,Puertas de Durin,
Interactables::Interactables.Brewery.Drain,Drenar: {1},
Interactables::Containers.PurifiedDarkIngotPallet.Name,Palé de hierro de durinul,
Interactables::Interactables.DurinsAxeFragment.Name,Fragmento del hacha de Durin,
Interactables::Constructions.DurinsLamp.Name,Lámpara de Durin,
Interactables::Interactables.Brewery.Small.Description,Depósito enano donde destilar y almacenar cerveza.,
Interactables::Interactables.Brewery.Massive.Description,Depósito enano donde destilar y almacenar increíbles cantidades de cerveza.,
Interactables::Interactables.Brewery.Description,Depósito enano donde destilar y almacenar grandes cantidades de cerveza.,
Interactables::Constructions.MealTable.Eat,Comer,
Interactables::Interactables.Rename,Editar nombre,
Interactables::Constructions.StorageChest.Advanced.Name,Cofre de madera élfica,
Interactables::Containers.QualityWoodPallet.Name,Palé de madera élfica,
Interactables::Interactables.ItemRack.Take.NothingToSee,Vacío/a,
Interactables::Interactables.Khazadspot.Inspect,Vaciar nicho,
Interactables::Pickups.EquipSwapEpicItem,Equipar obra maestra,
Interactables::Pickups.EquipEnabled,Equipar: {0},
Interactables::Pickups.EquipDisabled,Equipar: {0} (inventario lleno),
Interactables::Pickups.EquipSwap,Equipar: {0} (cambiar),
Interactables::Interactables.DimrillGate.ExitMoria,Salir,
Interactables::Interactables.FallenDwarf,Enano caído,
Interactables::Constructions.Farm2x2,Caja agrícola,
Interactables::Constructions.Farm1x1,Parcela agrícola,
Interactables::Interactables.Farming.DisplayName,Parcela agrícola,
Interactables::Interactables.Farming.DisplayName_Growing,Parcela agrícola (en crecimiento),
Interactables::Interactables.Farming.DisplayName_GrowthBlocked,Parcela agrícola (crecimiento bloqueado),
Interactables::Interactables.Farming.DisplayName_NeedsLight,Parcela agrícola (necesita luz),
Interactables::Interactables.Farming.DisplayName_Ready,Parcela agrícola (lista),
Interactables::Interactables.Farming.DisplayName_Spoiled,Parcela agrícola (estropeada),
Interactables::Interactables.Farming.DisplayName_Sprout,Parcela agrícola (en germinación),
Interactables::Interactables.Farming.DisplayName_TooMuchLight,Parcela agrícola (demasiada luz),
Interactables::Constructions.Hearth_Farm.Name,Espantapájaros enano,
Interactables::Interactables.Brewery.FillBrewskin,Llenar odre para bebidas,
Interactables::Interactables.Brewery.FillKeg,Llenar barril,
Interactables::Interactables.AncientSarcophagus,Tumba de la Primera Edad,
Interactables::TreasurePile.Coin.Large.Description,"Haz alarde de una gran cantidad de tesoros.<lf>Cuantos más tengas, mayor será el beneficio a los enanos.",
Interactables::Pickups.BalinCampJournal.D,Órdenes de Flói,
Interactables::Constructions.BasicForge,Fragua,
Interactables::Constructions.BasicForge.Description,"Forja armas, armaduras y objetos de metal.",
Interactables::Pickups.BalinCampJournal.B,Las notas de Frár,
Interactables::Interactables.Fuel,Combustible,
Interactables::Constructions.BasicFurnace,Horno,
Interactables::Constructions.ForgeUpgrade,Cortagemas,
Interactables::Interactables.ItemRack.Gem.Name,Vitrina de gemas,
Interactables::Pickups.PickUpEnabled,Obtener: {0},
Interactables::Pickups.PickUpDisabled,Obtener: {0} (inventario lleno),
Interactables::Containers.ResourcePallet.GetFormat,Obtener: {0} ({1}),
Interactables::Containers.ResourcePallet.DisabledGetFormat,Obtener: {0} ({1}){2},
Interactables::Containers.GoldIngotPallet.Name,Palé de lingotes de oro,
Interactables::Containers.GoldOrePallet.Name,Palé de mineral de oro,
Interactables::Constructions.Hearth_LargeHearth.Name,Fogón grande,
Interactables::Containers.GranitePallet.Name,Palé de granito,
Interactables::Constructions.FloodedForge,Gran Fragua de Belegost,
Interactables::Constructions.FloodedFurnace.Name,Gran Horno de Belegost,
Interactables::Constructions.DurinForge,Gran Fragua de Durin,
Interactables::Constructions.LegendayElvishForge,Gran Fragua de Narvi,
Interactables::Constructions.LegendayElvishFurnace,Gran Horno de Narvi,
Interactables::Constructions.MithrilForge,Gran Fragua de Mithril,
Interactables::Constructions.NogrodForge,Gran Fragua de Nogrod,
Interactables::Constructions.Mill.Description,Muele grano para convertirlos en ingredientes. ,
Interactables::Constructions.Mill.Name,Molino,
Interactables::Interactables.Farming.GrowthRate.Fast,Crecimiento rápido,
Interactables::Interactables.Farming.GrowthRate.Slow,Crecimiento lento,
Interactables::Interactables.ItemRack.ShieldHook.Description,"Sirve para colgar un escudo, un arma o una mochila en la pared. ",
Interactables::Constructions.PublicFurnace.Description,"En muchos edificios comunes, los enanos pueden utilizar las fuentes de calor cercanas para fundir cualquier mineral en bruto que lleven encima antes de dedicarse a otras tareas.",
Interactables::Constructions.TintingStation.Name,Molino de pigmentos,
Interactables::Interactables.TintingStation.TintItem,Molino de pigmentos,
Interactables::Interactables.RuneCraftingStation.CraftRune,Grabar runas de poder,
Interactables::Interactables.RuneCraftingStation.Description,Graba runas de poder para que tus armas y herramientas golpeen con más fuerza. ,
Interactables::Containers.IronIngotPallet.Name,Palé de lingotes de hierro,
Interactables::Containers.IronOrePallet.Name,Palé de mineral de hierro,
Interactables::Containers.IronWoodPallet.Name,Palé de palo fierro,
Interactables::Interactables.ItemRack.TakeOneOfMany,Objeto,
Interactables::Interactables.DurinsLamp.JoinSong,Unirse al cántico,
Interactables::Containers.KhazadIngotPallet.Name,Palé de acero khazâd,
Interactables::Constructions.ForgeAdvanced,Fragua khuzdul,
Interactables::Interactables.NainsGrave.Name,Tumba del rey Náin,
Interactables::Interactables.Brewery.Massive.Name,Barril de brebajes del rey,
Interactables::Constructions.Ladder,Escalera,
Interactables::Interactables.Brewery.Ladder.Name,Escalera,
Interactables::Placables.Ladder.Name,Escalera,
Interactables::Interactables.Library.Monument,Biblioteca de Kibil-nâla,
Interactables::Interactables.Braziar.Interact,Luz,
Interactables::Beorn_Hearth_Large.Name,Fogón de la cabaña,
Interactables::Constructions.FabricStation.Name,Lazada,
Interactables::Beorn_Cave_Honey_Hive.Name,Panal de abejas casero,
Interactables::Constructions.Bed,Cama de la mansión,
Interactables::Placables.MapStone.Name,Piedra cartográfica,
Interactables::Constructions.Mapstone.Description,Marca una ubicación bajo la montaña e indica el camino a otras ubicaciones.<lf>Se usa para viajar rápidamente.,
Interactables::Interactables.ItemRack.EpicItemRack.Name,Estante de obras maestras,
Interactables::Interactables.ItemRack.EpicItem.Rack.Tip,Solo obras maestras.,
Interactables::Constructions.MealTable,Mesa para comer,
Interactables::Constructions.Memorial.Name,Llama conmemorativa,
Interactables::Interactables.CueSpot.Name,Recuerdo,
Interactables::Containers.MithrilIngotPallet.Name,Palé de lingotes de mithril,
Interactables::Containers.MithrilOrePallet.Name,Palé de mineral de mithril,
Interactables::Constructions.Farm1x1.Description,Parcela de tierra labrada más resistente. Lista para cultivar una planta.,
Interactables::Placables.DwarfFigurine.Name,Estatuilla muznakan,
Interactables::Interactables.Farming.NeedsLight,Necesita luz,
Interactables::Interactables.Fuel.NoFuels,No hay combustible disponible,
Interactables::Interactables.Fuel.NoRequiredFuels,No hay combustible disponible ({0}).,
Interactables::Containers.NogrodIngotPallet.Name,Palé de acero de Nogrod,
Interactables::Interactables.Farming.NoPlantableFlora,Nada que plantar,
Interactables::Interactables.Brewery.DisabledDrain,Nada que drenar,
Interactables::Interactables.Door.Open,Abrir,
Interactables::Receptacles.ViewContents,Abrir,
Interactables::Constructions.PublicForge.Name,Abrir fragua,
Interactables::Constructions.PublicFurnace,Abrir horno,
Interactables::TreasurePile.ViewContents,Abrir alijo,
Interactables::Pickups.BalinCampJournal.OrisJournal,Diario de Ori,
Interactables::Constructions.StorageChest.Ornate.Name,Cofre decorado,
Interactables::Constructions.Kitchen_Oven.Name,Horno,
Interactables::Pickups.BalinCamps,Páginas del libro de Mazarbul,
Interactables::Pickups.BalinCampJournal.B.Description,"Páginas metidas en un sobre, obra de uno de los miembros de la Compañía de Balin.",
Interactables::Placables.DropItem.Name,Recoger,
Interactables::Placables.FoodPickup.Name,Recoger,
Interactables::Interactables.Farming.StillGrowing,Recoger: {0} (en crecimiento),
Interactables::Interactables.Farming.NotEnoughLight,Recoger: {0} (necesita luz),
Interactables::Interactables.Farming.TooMuchLight,Recoger: {0} (demasiada luz),
Interactables::Interactables.Farming.ReachedMaxGrowth,Recoger: {0} ({1}),
Interactables::Interactables.Farming.ReachedMaxGrowthDisabled,Recoger: {0} ({1}),
Interactables::Interactables.Farming.TakeAll,Recoger: {0} ({1}),
Interactables::Interactables.Farming.TakeAllInventoryFull,Recoger: {0} ({1}) (inventario lleno),
Interactables::Interactables.Farming.PlantFlora,Plantar,
Interactables::Constructions.QuickPlatform,Plataforma,
Interactables::Constructions.HolidayPack.PresentPile.Name,Montaña de regalos,
Interactables::Constructions.Farm2x2.Description,"Contenedor elevado con tierra, listo para cultivar tres plantas.",
Interactables::Interactables.StriderJournal,Diario del montaraz,
Interactables::Interactables.StriderJournal.Bridge,Diario del montaraz: El puente,
Interactables::Interactables.StriderJournal.Dwarrowdelf,Diario del montaraz: La ciudad,
Interactables::Interactables.StriderJournal.Crossroads,Diario del montaraz: Encrucijada,
Interactables::Interactables.StriderJournal.Grottos,Diario del montaraz: Los abismos,
Interactables::Interactables.StriderJournal.Mines,Diario del montaraz: Las minas,
Interactables::Raven.DisplayName.FirstRaven,Cuervo de Erebor,
Interactables::Interactables.RepairStation.Repair,Reparar,
Interactables::Constructions.RepairStation.Name,Herrería de reparación,
Interactables::Interactables.RepairStation,Herrería de reparación,
Interactables::Constructions.RepairStation.Description,Repara las armas y las armaduras dañadas. ,
Interactables::Interactables.DimrillGate.ReplayExitMoria,Volver a jugar,
Interactables::Interactables.CueSpot,Repetir conversación,
Interactables::Interactables.Challenge.RequiresPrefix,Se necesita: {0} ({1}),
Interactables::Containers.ResinOrePallet.Name,Palé de mineral de resina,
Interactables::Containers.ResourceCache.Name,Arcón de recursos,
Interactables::Containers.ResourcePallet.Name,Palé de recursos,
Interactables::Interactables.Bedroll.Action.Your,Descansar,
Interactables::Constructions.Kitchen_PitBBQ.Name,Asador,
Interactables::Constructions.RopeLadder.Name,Escalera de cuerdas,
Interactables::Interactables.Flora.RopeVine.Name,Enredaderas de cuerda,
Interactables::Interactables.RuneCraftingStation.Name,Mesa de runas,
Interactables::Constructions.PurificationStation.Name,Baño de sales,
Interactables::Containers.SaltOrePallet.Name,Palé de mineral de sal,
Interactables::Containers.GunmetalIngotPallet.Name,Palé de lingotes de shânor,
Interactables::TreasurePile.Coin.Small.Description,"Fanfarronea de una pequeña cantidad de tesoros. Cuantos más tesoros haya en el arcón, mayor será el beneficio que reciban los enanos al defenderlos. ",
Interactables::Containers.SilverIngotPallet.Name,Palé de lingotes de plata,
Interactables::Containers.SilverOrePallet.Name,Palé de mineral de plata,
Interactables::Constructions.Bedroll.Description,Un lugar sencillo donde dormir y recuperar energía.,
Interactables::Constructions.RopeLadder.Description,La forma más sencilla de subir o bajar.,
Interactables::Interactables.DurinsLamp.DisabledStartSong,Cantar (en proceso),
Interactables::Interactables.DurinsLamp.StartSong,Cantar a la luz,
Interactables::Interactables.Bed.Action.Your,Dormir,
Interactables::Constructions.BedSmall.Description,Duerme aquí para recuperar energía y tener un descanso reparador.,
Interactables::Constructions.Bed.Description,Duerme aquí para recuperar energía y tener un descanso reparador.,
Interactables::Constructions.Kitchen_PitBBQ.Description,Cocina los alimentos a fuego lento.,
Interactables::Constructions.SmallStoneBlock,Bloque pequeño,
Interactables::Constructions.Hearth_Mini.Name,Fogón pequeño,
Interactables::Constructions.Campfire.Description,Pequeño fuego que te permite levantar un campamento y cocinar un menú reducido.,
Interactables::Constructions.MealTable_Camp.Description,Una mesa pequeña para servir comidas recién salidas del fogón del campamento. Es necesaria para comer en el campamento.,
Interactables::Constructions.BasicFurnace.Description,Funde materiales brutos en lingotes que usar en la forja.,
Interactables::Constructions.FabricStation_Upgrade.Name,Rueca,
Interactables::Constructions.Stairs,Escaleras,
Interactables::Constructions.FloorTorch,Antorcha de pie,
Interactables::Containers.StarMetalOrePallet.Name,Palé de mineral de metal estelar,
Interactables::Containers.StarAlloyIngotPallet.Name,Palé de metal estelar,
Interactables::Interactables.MiningSong.Sing,Empezar a cantar,
Interactables::Interactables.TavernSong.StartSinging,Empezar a cantar,
Interactables::Constructions.Statue,Estatua,
Interactables::Containers.SteelIngotPallet.Name,Palé de lingotes de acero,
Interactables::Containers.SterlingIngotPallet.Name,Palé de lingotes de plata de ley,
Interactables::Constructions.Hearth_Small.name,Fogón de piedra,
Interactables::Containers.StonePallet.Name,Palé de piedras,
Interactables::Interactables.DurinsLamp.StopSong,Dejar de cantar,
Interactables::Interactables.MiningSong.StopSinging,Dejar de cantar,
Interactables::Interactables.ItemRack.Gem.Description,Almacena y exhibe gemas.,
Interactables::Containers.BronzeIngotPallet.Description,Almacena una gran cantidad de lingotes de bronce.,
Interactables::Containers.CoalPallet.Description,Almacena una gran cantidad de carbón.,
Interactables::Containers.CopperIngotPallet.Description,Almacena una gran cantidad de lingotes de cobre.,
Interactables::Containers.CopperOrePallet.Description,Almacena una gran cantidad de mineral de cobre.,
Interactables::Containers.PurifiedDarkIngotPallet.Description,Almacena una gran cantidad de lingotes de hierro de durinul.,
Interactables::Containers.QualityWoodPallet.Description,Almacena una gran cantidad de madera élfica.,
Interactables::Containers.GoldIngotPallet.Description,Almacena una gran cantidad de lingotes de oro.,
Interactables::Containers.GoldOrePallet.Description,Almacena una gran cantidad de mineral de oro.,
Interactables::Containers.GranitePallet.Description,Almacena una gran cantidad de roca de granito.,
Interactables::Containers.IronIngotPallet.Description,Almacena una gran cantidad de lingotes de hierro.,
Interactables::Containers.IronOrePallet.Description,Almacena una gran cantidad de mineral de hierro.,
Interactables::Container.IronWoodPallet.Description,Almacena una gran cantidad de Palo Hierro.,
Interactables::Containers.KhazadIngotPallet.Description,Almacena una gran cantidad de lingotes de acero khazâd.,
Interactables::Containers.MithrilIngotPallet.Description,Almacena una gran cantidad de lingotes de mithril.,
Interactables::Containers.MithrilOrePallet.Description,Almacena una gran cantidad de mineral de mithril.,
Interactables::Containers.NogrodIngotPallet.Description,Almacena una gran cantidad de lingotes de acero de Nogrod.,
Interactables::Containers.ResinOrePallet.Description,Almacena una gran cantidad de mineral de resina.,
Interactables::Containers.SaltOrePallet.Description,Almacena una gran cantidad de mineral de sal.,
Interactables::Containers.GunmetalIngotPallet.Description,Almacena una gran cantidad de shanôr.,
Interactables::Containers.SilverIngotPallet.Description,Almacena una gran cantidad de lingotes de plata.,
Interactables::Containers.SilverOrePallet.Description,Almacena una gran cantidad de mineral de plata.,
Interactables::Containers.StarAlloyIngotPallet.Description,Almacena una gran cantidad de lingotes de metal estelar.,
Interactables::Containers.StarMetalOrePallet.Description,Almacena una gran cantidad de mineral de metal estelar.,
Interactables::Containers.SteelIngotPallet.Description,Almacena una gran cantidad de lingotes de acero.,
Interactables::Containers.SterlingIngotPallet.Description,Almacena una gran cantidad de lingotes de plata de ley.,
Interactables::Containers.StonePallet.Description,Almacena una gran cantidad de piedra.,
Interactables::Containers.TinOrePallet.Description,Almacena una gran cantidad de mineral de estaño.,
Interactables::Containers.AncientWoodPallet.Description,Almacena gran cantidad de madera Ubâsam.,
Interactables::Containers.WoodPallet.Description,Almacena una gran cantidad de mineral de restos de madera.,
Interactables::Interactables.ItemRack.BowRack.Description,Almacena y exhibe arcos.,
Interactables::Interactables.ItemRack.CrossbowRack.Description,Almacena y exhibe ballestas.,
Interactables::Interactables.ItemRack.Mannequin.Tip,Almacena y exhibe una armadura completa. ,
Interactables::Interactables.ItemRack.WeaponRack.Description,Almacena y exhibe hasta cuatro armas. ,
Interactables::Containers.AdamantPallet.Description,Almacena gran cantidad de roca de adamanto.,
Interactables::Constructions.Kitchen_Stove.Name,Hornillo,
Interactables::Containers.KnowledgeShelf.Study,Estudiar,
Interactables::Containers.KnowledgeShelf.Study.Disabled,Estudiar (estudiado recientemente),
Interactables::Pickups.PickUpSwapEpicItem,Cambiar obra maestra,
Interactables::Pickups.PickupSwapEpicPack,Cambiar mochila,
Interactables::Pickups.PickUpSwap,Cambiar: {0},
Interactables::Constructions.MealTable.Description,Mesa para servir comida conforme sale del fuego. Se necesita para preparar platos.,
Interactables::Interactables.ItemRack.Take,Coger,
Interactables::Interactables.ItemRack.Take.NoItems,Coger (vacío),
Interactables::Receptacles.TakeAll,Coger todo,
Interactables::Receptacles.TakeMax,Coger objetos ({0}/{1}),
Interactables::Receptacles.TakeItemsDisabled,Coger objetos: {0},
Interactables::Interactables.Brewery.AlreadyHaveMug,Coger jarra (ya tienes una),
Interactables::Interactables.Brewery.Empty,Coger jarra (sin brebaje),
Interactables::Interactables.Brewery.Take,Coger jarra de {1} (restantes: {0}),
Interactables::Containers.KnowledgeShelf.Scrolls.TakeSscrolls,Coger pergaminos,
Interactables::Containers.KnowledgeShelf.Scrolls.DisabledTakeScrolls,Coger pergaminos {2},
Interactables::Containers.KnowledgeShelf.Books.TakeBooks,Coger tomos,
Interactables::Containers.KnowledgeShelf.Books.DisabledTakeBooks,Coger tomos {2},
Interactables::TreasurePile.TakeTreasure,Coger tesoro,
Interactables::TreasurePile.DisabledTakeTreasure,Coger tesoro {2},
Interactables::Receptacles.TakeAllOneType,Coger: {0} ({1}),
Interactables::Raven.Interact,Hablar,
Interactables::Interactables.Brewery.Tap.Name,Tocar,
Interactables::Constructions.Hearth_Small.Description,El centro tradicional de un hogar enano. Permite construir cerca.<lf>Proporciona calor y te permite cocinar mejores platos.,
Interactables::Constructions.FurnaceAdvanced.Description,Este potente horno puede fundir mineral delicado y poderoso.,
Interactables::Constructions.CrystalLamp.Description,Este artilugio con piedra solar proporciona luz y calor para cultivar plantas bajo tierra.,
Interactables::Constructions.PublicForge.Description,"A lo largo de Khazad-dûm, estas pequeñas fraguas estaban a disposición de todos los enanos para dar rienda suelta a su inspiración.",
Interactables::Constructions.StorageChest.Description,"Artilugio pequeño para almacenar objetos. Cuando está cerca de un fogón,<lf>se puede usar su contenido sin tener que extraerlo.",
Interactables::Constructions.Hearth_MediumFireplace.Name,Fogón alicatado,
Interactables::Constructios.Farm1x1_Stone.Description,Tierra labrada lista para cultivar una planta.,
Interactables::Containers.TinOrePallet.Name,Palé de mineral de estaño,
Interactables::Constructions.TintingStation.Description,Tiñe tu armadura moliendo gemas semipreciosas para hacer pigmentos de color.,
Interactables::Interactables.Farming.NeedsDarkness,Demasiada luz,
Interactables::Interactables.MapStone.OpenMap,Viajar,
Interactables::TreasurePile.Coin.Small.Name,Arcón de tesoros,
Interactables::TreasurePile.Coin.Huge.Name,Alijo de tesoros,
Interactables::TreasurePile.Coin.Medium.Name,Montón de tesoros,
Interactables::TreasurePile.Coin.Large.Name,Alijo de tesoros,
Interactables::Constructions.Farm1x1_Large.Name,Parterre,
Interactables::Interactables.Farming.DisplayNameTree,Parterre,
Interactables::Interactables.Farming.DisplayNameTree_Growing,Parterre (en crecimiento),
Interactables::Interactables.Farming.DisplayNameTree_GrowthBlocked,Parterre (crecimiento bloqueado),
Interactables::Interactables.Farming.DisplayNameTree_NeedsLight,Parterre (necesita luz),
Interactables::Interactables.Farming.DisplayNameTree_Ready,Parterre (listo),
Interactables::Interactables.Farming.DisplayNameTree_Spoiled,Parterre (estropeado),
Interactables::Interactables.Farming.DisplayNameTree_Sprout,Parterre (en germinación),
Interactables::Interactables.Farming.DisplayNameTree_TooMuchLight,Parterre (demasiada luz),
Interactables::Containers.AncientWoodPallet.Name,Palé de madera de Ubâsam,
Interactables::Constructions.FurnaceAdvanced,Horno de Ufûhan,
Interactables::Constructions.ForgeUpgrade.Description,Mejora una fragua cercana para fabricar piezas de metal que utilicen gemas preciosas.,
Interactables::Constructions.FabricStation_Upgrade.Description,Mejora una lazada cercana para fabricar mejor tela.,
Interactables::Constructions.Bellows.Description,Mejora un horno cercano para fundir metales avanzados y aleaciones.,
Interactables::Constructions.BreweryUpgradeStation.Description,Mejora un barril cercano para preparar brebajes avanzados.,
Interactables::Interactables.Farming.PlowSoil,Arrancar: {0},
Interactables::Interactables.Farming.UnplantFlora,Arrancar: {0},
Interactables::Interactables.Farming.UnplantFloraInventoryFull,Arrancar: {0} (inventario lleno),
Interactables::Constructions.ForgeAdvanced.Description,"Recurre a la artesanía ancestral para forjar poderosas armas,<lf>armaduras y cualquier objeto fabricado con metales.",
Interactables::Constructions.Workbench.Description,"Se usa para fabricar arcos, flechas, sombreros y otros objetos de tela, cuero o madera. ",
Interactables::Constructions.DurinsLamp.Description,Usa cuarzo verdadero y runas de poder<lf>para iluminar la oscuridad y alejar a las sombras.,
Interactables::Constructions.Kitchen_Oven.Description,Usa calor seco para cocer raciones que llevarte a tus aventuras. ,
Interactables::Constructions.PurificationStation.Description,"Usa calor, sal y artefactos enanos para purificar la escoria de Gundabad y convertirla en Luthun Durinul.",
Interactables::Interactables.ItemRack.ShieldHook.Name,Expositor de pared,
Interactables::Constructions.WallTorch,Antorcha de pared,
Interactables::Interactables.ItemRack.WeaponRack,Estante de armas,
Interactables::EntPack.Everspring.Name,Manantial eterno,
Interactables::Constructions.HolidayPack.PresentPile.Description,¿Qué mejor tesoro que una buena montaña de regalos? Una estética alternativa más festiva del alijo de tesoros incluida en el paquete de Yuletide.,
Interactables::Constructions.StorageChest.Name,Cofre de madera,
Interactables::Containers.WoodPallet.Name,Palé de madera,
Interactables::Constructions.Workbench,Banco de trabajo,
Interactables::Interactables.Brewery.DisabledFillBrewskin,No tienes odres para bebidas,
Interactables::Interactables.Brewery.DisabledFillKeg,No tienes barriles,
Interactables::Interactables.Bed.Name.Your,Tu cama,
Interactables::Interactables.DwarfDeathContainer.DisplayNameFormatYours,Tu cofre,
Interactables::Interactables.Bedroll.Name.Your,Tu petate,
Interactables::Constructions.HolidayPack.MediumHearth.Name,Fogón de Yuletide,
Interactables::TreasurePile.DisplayNameFormat,{0} (capacidad: {1} / {2}),
Interactables::Pickups.OneItemFormat,{0} ({1}),
Interactables::Pickups.TwoItemsFormat,"{0} ({1}), {2} ({3})",
Interactables::Pickups.ThreeItemsFormat,"{0} ({1}), {2} ({3}), {4} ({5})",
Interactables::Pickups.MoreThanThreeItemsFormat,"{0} ({1}), {2} ({3}), {4} ({5}), etc.",
Interactables::Interactables.Bed.Name.Others,Cama de {0},
Interactables::Interactables.DwarfDeathContainer.DisplayNameFormatOthers,Cofre de {0},
Interactables::Interactables.Bedroll.Name.Others,Petate de {0},
Interactables::Constructions.MapStone.NameFormat,{Mapstone}: {Zone} {Number},
